device_id,store_name,wifi_mac_id,lan_mac_id,PO,org_id,store_id,engagement_type,date_dispatched,date_installed,date_callback,hardware_extension,device_name,device_type_id,device_type_desc,processor,lens,with_rf_switch,case_size,case_color,is_active
202481593552557,South City Kolkatta,b8:27:eb:20:5b:f8,,,150789,200089343,Rollout,26/04/2018,26/04/2018,13/08/2018,17 Cm Horizontal,128_1stfloor_2,,VM,Rasberry Pi,V2,No,,White,0
202481586248630,Cyberabad Hyderabad,b8:27:eb:50:ce:e3,,,150789,200089327,Rollout,29/04/2018,29/04/2018,,NA,154_Groundfloor_3,,VM,Rasberry Pi,V2,No,,White,1
202481600031437,MITRA10 KALIMALANG,,,,150432,200051829,Rollout,15/12/2017,15/12/2017,,,10000_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481587043607,MITRA10 CIBUBUR,,,,150432,200051832,Rollout,15/12/2017,15/12/2017,,,10003_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481586937762,MITRA10 DAAN MOGOT,,,,150432,200051833,Rollout,15/12/2017,15/12/2017,,,10004_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481593075905,MITRA10 PERCETAKAN NEGARA,,,,150432,200051834,Rollout,15/12/2017,15/12/2017,,,10005_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481602554120,MITRA10 PASAR BARU,,,,150432,200051835,Rollout,15/12/2017,15/12/2017,,,10006_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481591531823,MITRA10 BINTARO,,,,150432,200051836,Rollout,15/12/2017,15/12/2017,,,10007_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481597842147,MITRA10 CINERE,,,,150432,200051838,Rollout,15/12/2017,15/12/2017,,,10009_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481599176084,MITRA10 DEPOK,,,,150432,200051839,Rollout,15/12/2017,15/12/2017,,,10010_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481589378961,MITRA10 GADING SERPONG,,,,150432,200051840,Rollout,15/12/2017,15/12/2017,,,10011_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481600140882,MITRA10 ISKANDAR BOGOR,,,,150432,200051841,Rollout,15/12/2017,15/12/2017,,,10015_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481600636232,MITRA10 PEKAYON,,,,150432,200051843,Rollout,15/12/2017,15/12/2017,,,10034_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481594195762,MITRA10 Q-BIG,,,,150432,200059262,Rollout,15/12/2017,15/12/2017,,,10038_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481596539349,MITRA10 FATMAWATI,,,,150432,200058766,Rollout,15/12/2017,15/12/2017,,,10040_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481597464786,MITRA 10 PANTAI INDAH KAPUK,,,,150432,200060857,Rollout,15/12/2017,15/12/2017,,,10042_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481602385536,MITRA10 KOTA HARAPAN INDAH,,,,150432,200071386,Rollout,15/12/2017,15/12/2017,,,10044_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481588038351,MITRA 10 CIBARUSAH CIKARANG,,,,150432,200078859,Rollout,15/12/2017,15/12/2017,,,10046_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481599179994,MITRA10 PAMULANG,,,,150432,200051837,Rollout,15/12/2017,15/12/2017,,,10048_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481592749661,MITRA10 BATAM,,,,150432,200051844,Rollout,15/12/2017,15/12/2017,,,20000_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481599150361,MITRA10 MEDAN,,,,150432,200051845,Rollout,15/12/2017,15/12/2017,,,30000_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481602553631,MITRA10 KEDUNGDORO,,,,150432,200051846,Rollout,15/12/2017,15/12/2017,,,40004_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481587796958,MITRA10 WIYUNG,,,,150432,200051847,Rollout,15/12/2017,15/12/2017,,,40006_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481591921160,MITRA10 JENGGOLO SIDOARJO,,,,150432,200065489,Rollout,15/12/2017,15/12/2017,,,40012_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481596644194,MITRA10 GATOT SUBROTO,,,,150432,200051848,Rollout,15/12/2017,15/12/2017,,,50000_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481587587502,MITRA10 BYPASS NGURAH RAI,,,,150432,200051849,Rollout,15/12/2017,15/12/2017,,,50001_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481595250875,MITRA10 TANJUNG API API,,,,150432,200051850,Rollout,15/12/2017,15/12/2017,,,60000_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
202481600126727,MITRA10 RAJABASA,,,,150432,200051851,Rollout,15/12/2017,15/12/2017,,,70000_Main_Entrance_1,,VM,Rasberry Pi,V2,Yes,,White,1
