device_id,store_name,wifi_mac_id,lan_mac_id,PO,org_id,store_id,engagement_type,date_dispatched,date_installed,date_callback,hardware_extension,device_name,device_type_id,device_type_desc,processor,lens,with_rf_switch,case_size,case_color,is_active
201807070209,HSRStore1,00:0C:29:4D:91:8E,00:16:3E:A8:02:72,,781,50013130,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
2018070702010,HSRStore1,00:50:56:B4:69:FB,00:16:3E:AD:03:A0,,781,50013130,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070301,KoramangalaStore1,00:1C:14:E8:52:93,00:16:3E:6A:D6:8B,,781,50013131,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070302,KoramangalaStore1,00:16:3E:26:9E:DE,00:0C:29:C3:4A:63,,781,50013131,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070303,KoramangalaStore1,00:16:3E:53:08:04,00:50:56:39:24:AC,,781,50013131,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070304,KoramangalaStore1,00:16:3E:5E:78:25,00:05:69:1C:49:46,,781,50013131,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070305,KoramangalaStore1,00:16:3E:DB:CC:D5,00:05:69:FC:ED:BB,,781,50013131,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070306,KoramangalaStore1,00:16:3E:57:7C:FA,00:50:56:3E:D1:CD,,781,50013131,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070307,KoramangalaStore1,00:0C:29:4C:A3:71,00:16:3E:2D:AA:29,,781,50013131,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070308,KoramangalaStore1,00:0C:29:CD:2F:4D,00:16:3E:85:BD:92,,781,50013131,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070309,KoramangalaStore1,00:1C:14:D8:D5:C4,00:16:3E:42:2E:6B,,781,50013131,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
2018070703010,KoramangalaStore1,00:05:69:9D:EB:EE,00:16:3E:61:F6:A2,,781,50013131,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070401,JayanagarStore1,00:1C:14:61:65:3C,00:16:3E:35:97:CF,,781,50013132,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070402,JayanagarStore1,00:0C:29:78:C4:A4,00:0C:29:B0:A0:44,,781,50013132,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070403,JayanagarStore1,00:1C:14:BB:4A:E0,00:0C:29:09:0F:2B,,781,50013132,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070404,JayanagarStore1,00:50:56:E8:42:00,00:50:56:82:6A:4E,,781,50013132,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070405,JayanagarStore1,00:0C:29:F1:47:71,00:05:69:52:3E:F1,,781,50013132,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070406,JayanagarStore1,00:1C:14:30:86:AD,00:05:69:25:F8:4C,,781,50013132,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070407,JayanagarStore1,00:16:3E:9E:29:C3,00:16:3E:50:C0:5F,,781,50013132,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,1
201807070408,JayanagarStore1,00:16:3E:76:EE:35,00:16:3E:84:1B:13,,781,50013132,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,0
201807070409,JayanagarStore1,00:16:3E:18:AA:43,00:16:3E:2F:17:76,,781,50013132,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,0
2018070704010,JayanagarStore1,00:16:3E:AB:94:EE,00:16:3E:1B:13:54,,781,50013132,Nightly Testing,20/06/2018,24/06/2018,,NA,,V2,VM,Rasberry Pi,V2,No,,White,0
